/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;26;As my voice was drowned by hon. Members opposite, I might repeat the sentence on which I closed—namely, that we think it is very doubtful whether—
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;31;If there is any one man in this House who should hang his head in shame—[Interruption]—it is the hon. Gentleman, who won cheers by abusing the United States as shabby moneylenders.
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;15;—and now has to applaud with all his strength the tributes paid by the leader—
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;47;As the hon. Gentleman went out of his way to interrupt me in what I was hoping would be the closing sentence that I should have to utter, I thought it right to point out what he had said in the past and to draw his attention—
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;64;—to draw his attention to the very different sentiments which have been put forward today. I regret very much that the Prime Minister—[Interruption.]—I beg hon. Gentlemen opposite not to interrupt any expression of their feelings which they may desire to make, because it does not trouble or worry me in the slightest. It only prevents my getting on with what I have to say.
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;62;I am quite determined to utter my last sentence if I have to stand here half an hour. What I say is that I very much regret that the Prime Minister has not risen to the heights of his national responsibility, and I predict that he will encounter misfortunes and reproach on the discordant course to which he has devoted himself. [Interruption.]
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;8;Four hundred thousand killed in the Punjab alone.
/home/labri_pedro/prime_minister/1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14-Churchill-House of Commons Hansard-Mr. Churchill.txt;1950-12-14;Prime Minister's Visit To Usa;Mr. Churchill;7;The resolution at Strasbourg mentioned them particularly.
/home/labri_pedro/prime_minister/1947-1-27-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-1-27-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-1-27;Anglo-Egyptian Treaty;Mr. Churchill;18;Is there any reason to doubt that the Treaty of 1936 is a solemn and valid international instrument?
/home/labri_pedro/prime_minister/1951-6-21-Churchill-House of Commons Hansard-Mr. Churchill.txt;1951-6-21-Churchill-House of Commons Hansard-Mr. Churchill.txt;1951-6-21;Capital Investment Programme (Government Policy);Mr. Churchill;156;Is it not rather abrupt to turn down all idea of a White Paper, even supposing it could not have the full precision of previous years—if, indeed, that quality has resided in the documents then published? Could it not be issued under the necessary reserves? Could not we have the most detailed and careful statement that the right hon. Gentleman can prepare under the reserves, even if some of the details are necessarily  I omitted? Surely we ought to have some thing more than just these three pages of typescript read out to us before very large: changes affecting the social life of the: whole people are, as it were, tacitly assented to by the House? May I ask the Chancellor of the Exchequer whether he will not reconsider this matter and give' us the best White Paper he can, and then we can consider in what form the matter should be debated or carried further.
/home/labri_pedro/prime_minister/1952-7-22-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-22-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-22;Civil List Pensions;The Prime Minister;52;As the list was published three months ago, I do not think there is any reason for printing it in the OFFICIAL REPORT now. This is a matter in which there is no secrecy, but on the other hand undue publicity is not encouraged by convention and custom followed by both parties.
/home/labri_pedro/prime_minister/1945-3-27-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1945-3-27-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1945-3-27;Timber (Supplies From Germany);The Prime Minister (Mr. Churchill);2;Yes, Sir.
/home/labri_pedro/prime_minister/1945-3-27-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-3-27-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-3-27;Timber (Supplies From Germany);The Prime Minister;2;Yes, Sir.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-The Prime Minister (Mr. Attlee).txt;1947-6-03-Churchill-House of Commons Hansard-The Prime Minister (Mr. Attlee).txt;1947-6-03;India (Transfer Of Power);The Prime Minister (Mr. Attlee);44;I desire to make an important statement on Indian policy. A similar statement is being made at the same time in another place, and by the Viceroy in New Delhi. The statement, in the form of a White Paper, will be available this afternoon.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03;India (Transfer Of Power);Mr. Churchill;1;rose—
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03;India (Transfer Of Power);Mr. Churchill;170;It is, of course, impossible for the House to weigh and measure the full meaning of the most important statement which has just been made to us by the Prime Minister. I am bound to say that it seemed very difficult to understand, but the White Paper which is in the Vote Office will have to be studied with attention and will probably carry the largest measure of proof to those who are best instructed. No doubt we shall have a Debate at a suitable moment on this question. I am not asking for any particular date to be fixed at the present moment. I am bound to say, however, that the two conditions foreseen at the time of the Cripps Mission, which was set up under my Administration—namely, first, agreement between the Indian parties and, secondly, a period of Dominion status in which India or any part of it may freely decide whether or not to remain within the association of the British Commonwealth of Nations—seem to be fulfilled.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03;India (Transfer Of Power);Mr. Churchill;26;May I respectfully say that this is a matter of considerable importance? Surely, the Opposition party should be permitted to make some passing and brief comments.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03;India (Transfer Of Power);Mr. Churchill;62;As I was saying, the two principles on which the Cripps Mission stood—namely, agreement and a period of Dominion status with perfect freedom to choose—appear to be fulfilled, as far as I can see from the copy of the White Paper which is now in the Vote Office and which, through the courtesy of the Prime Minister, I received an hour ago.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03;India (Transfer Of Power);Mr. Churchill;203;Even in Russia there are distinctions between the grades which different people occupy. If it should prove to be the case that these two conditions have been maintained in fact and in form, then I say that all parties in this House are equally pledged by the offer and the declaration that we have made, and on these points we can only be well assured by the course of events in the next few weeks and months. It is quite true that the agreement of the various parties in India has only been achieved on the basis of partition. I gather that is the foundation. Nevertheless, after a reasonable period of deliberation and responsibility, should all these parties decide to remain within the British Commonwealth of Nations, the theme of the unity of India will be preserved, and the many nations and States of India may find their unity within the mysterious circle of the British Crown, just as the self-governing Dominions have done for so many years after all other links with the Mother Country, save those of sentiment, have been dissolved. It may, therefore, be that through a form of partition, the unity of India may, none the less, be preserved.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03;India (Transfer Of Power);The Prime Minister;22;My hon. Friend may rest assured that every endeavour will be made to get a true reflection of the views of India.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03;India (Transfer Of Power);The Prime Minister;120;With regard to the first point, I think it hardly arises. That is a matter that will obviously come up under the Constitution. With regard to the second point, I did say there would have to be a boundary commission with regard to Sylhet, and I would take it--I am not acquainted with that particular district intimately—that, if there is any district adjoining that might be brought into Bengal suitably, that would be a matter for consideration. With regard to the tribes on the North-East frontier, as the hon. and gallant Gentleman knows so well, they come into the Province of Assam; and that will fall to be dealt with by the Constituent Assembly of which Assam forms a part.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-6-03;India (Transfer Of Power);Mr. Churchill;8;What of the leaders of the Russian opposition?
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03;India (Transfer Of Power);The Prime Minister;35;I should rather not make a statement without considering the whole matter very closely. It is one, of course, that is under very close observation. But I should be ill-advised to make a statement now.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03;India (Transfer Of Power);The Prime Minister;19;I think that is looking rather far ahead. One cannot look too far ahead. There has to be consultation.
/home/labri_pedro/prime_minister/1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03-Churchill-House of Commons Hansard-The Prime Minister.txt;1947-6-03;India (Transfer Of Power);The Prime Minister;37;I certainly will. I should rather deprecate a Debate at the present time, because the affair is now in the hands of the Indian leaders. But I will certainly do my best to keep the House informed.
/home/labri_pedro/prime_minister/1947-5-12-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-5-12-Churchill-House of Commons Hansard-Mr. Churchill.txt;1947-5-12;Town And Country Planning Bill;Mr. Churchill;35;I do not know why the Leader of the House should be trying so hard to keep up with the levelling doctrines destructive of Parliamentary government, which hitherto have been the perquisites of the Communists.
/home/labri_pedro/prime_minister/1952-10-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-10-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-10-16;Council Of Europe (Parliamentary Debate);The Prime Minister;26;I would certainly agree that there are a great many subjects which have been regretted, but I do not feel that this one is outstandingly regrettable.
/home/labri_pedro/prime_minister/1952-10-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-10-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-10-16;Council Of Europe (Parliamentary Debate);The Prime Minister;28;We have not yet fixed the day and the occasion for the debate. I am sure that it would be premature to arrange the speakers so far ahead
/home/labri_pedro/prime_minister/1944-1-19-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-1-19-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-1-19;Overseas Trade Department;The Prime Minister (Mr. Churchill);71;I would refer my hon. Friend to the full statement on this subject which my right hon. Friend the Secretary to the Overseas Trade Department made in the course of the Debate on Overseas Trade on 27th July last, and also in reply to a Question by my hon. Friend, the Member for West Birmingham (Mr. Higgs) on 16th December last. To these I have at the moment nothing to add.
/home/labri_pedro/prime_minister/1944-1-19-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-1-19-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-1-19;Overseas Trade Department;The Prime Minister;19;I am not at all unaware of the vital importance which our export trade will assume after the war.
/home/labri_pedro/prime_minister/1942-2-17-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1942-2-17-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1942-2-17;Minister Of Defence;The Prime Minister (Mr. Churchill);2;No, Sir.
/home/labri_pedro/prime_minister/1942-2-17-Churchill-House of Commons Hansard-The Prime Minister.txt;1942-2-17-Churchill-House of Commons Hansard-The Prime Minister.txt;1942-2-17;Minister Of Defence;The Prime Minister;19;I would be quite ready to test the opinion of the House by putting down my salary for Debate.
/home/labri_pedro/prime_minister/1952-7-21-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-21-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-7-21;British Warships;The Prime Minister;60;Admiral Fechteler is not under the command of Her Majesty's Admiralty or Government, and  I really cannot undertake to answer questions relating to statements made by the higher officers of other countries in the North Atlantic Treaty Organisation. The principle is laid down quite clearly that it is the policy of the United Nations command to limit hostilities to Korea.
/home/labri_pedro/prime_minister/1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10;Disused Camps And Huts (Squatters);Mr. Churchill;82;I take it that the right hon. Gentleman is definitely accepting a much lower standard of accommodation in these camps for people who wish to live there than would be acceptable in any permanent system of housing, and that the local authority regulations will be relaxed to a considerable extent in cases of people who wish to have any kind of home but who cannot have the kind of home which  we think proper. and which we intend to secure for them?
/home/labri_pedro/prime_minister/1944-10-04-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-10-04-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-10-04;Overseas Forces (Home Leave);The Prime Minister (Mr. Churchill);9;We We shall do the very best we can.
/home/labri_pedro/prime_minister/1944-11-15-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-11-15-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-11-15;Armed Forces (Business Men, Release);The Prime Minister (Mr. Churchill);77;I need hardly remind my hon. and gallant Friend that the static establishments and stations referred to by him are necessary for the prosecution of the war. The officers and men over 40 years old and of low medical category who are employed there relieve other officers and men for more active duty and in view of the present shortage of man-power I regret that the present arrangements for indefinite release from the Forces cannot be extended.
/home/labri_pedro/prime_minister/1944-11-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-11-15-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-11-15;Armed Forces (Business Men, Release);The Prime Minister;73;The new fact that stares one most in the face is the extremely heavy fighting which is continuing week by week, and which will certainly last for a good long time. I am sure that my right hon. Friend the Secretary of State for War will be glad to discuss with my hon. and gallant Friend the particular point he makes about plenty of spare men. We have not noticed it so far.
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08;Press Report;Mr. Churchill;41;(by Private Notice) asked the Prime Minister whether, in view of the public anxiety aroused, he is now in a position to state the decision reached by His Majesty's Government as to the future of the hospitals, both voluntary and municipal?
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08;Press Report;The Prime Minister;34;The Government cannot be held responsible for any anxieties which may be caused by unauthorised statements in the Press; they are not in a position to make any statement in the matter at present.
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08;Press Report;Mr. Churchill;102;:Will the Prime Minister take into consideration that considerable harm has been done by this statement, this unauthorised statement, from many points of view, and that the springs of private charity may be dried up before the tides of public benevolence begin to flow? Is the right hon. Gentleman aware that literally from day to day people are giving large sums to the voluntary hospitals or are leaving them, under bequests, and that great disturbance has been caused by this unauthorised publication? Has he made or taken any steps to ascertain how this leakage occurred and what is the foundation of it?
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08;Press Report;The Prime Minister;76;:I am not prepared to admit that there was a leakage. I have made inquiries and cannot find that there has been any leakage. I know that my right hon. Friend is well aware of the enterprise, intelligent anticipation and sometimes imagination of the Press. I am sure that the Press will take full notice of my right hon. Friend's admonition. I hope that the general public will not be deterred, in view of the statement.
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08;Press Report;Mr. Churchill;74;Is the Prime Minister aware that the "Daily Herald," the official organ of the Socialist Party, published a statement beginning, "The Cabinet have decided," and so on? Can he not use his influence, which I trust is greater under present conditions than it was in the late Administration, with that organ? In any case, will he not say something to give stability to the position until he is prepared with the proposals for changes?
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08;Press Report;The Prime Minister;43;:I am sure my right hon. Friend knows the difficulty I should be in if I tried to subedit the newspapers. As a matter of fact, this story first arose in the "Sunday Pictorial," which is not an organ connected with this party.
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08;Press Report;The Prime Minister;8;I can give the hon. Member that assurance.
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08;Press Report;Mr. Churchill;53;:Whilst they are keeping up their courage, may I ask the right hon. Gentleman whether we may now take it that these are idle and unauthorised rumours, that when the Government have a plan they will announce it and that they will try to keep their own secrets till the proper moment comes?
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08;Press Report;The Prime Minister;32;:The right hon. Gentleman may take it that, at the right time, a statement will be made by the Government, but he must not assume that everything he sees in the Press—
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08-Churchill-House of Commons Hansard-Mr. Churchill.txt;1945-11-08;Press Report;Mr. Churchill;4;In the "Daily Herald."
/home/labri_pedro/prime_minister/1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08-Churchill-House of Commons Hansard-The Prime Minister.txt;1945-11-08;Press Report;The Prime Minister;56;I never assume anything whether from the "Daily Express" or from any other paper. It is better to keep off these controversies about newspapers. Our intention is that a statement shall be made to the House of Commons. We cannot be held responsible for intelligent, or unintelligent, anticipations or imaginations in any section of the Press.
/home/labri_pedro/prime_minister/1949-1-18-Churchill-House of Commons Hansard-Mr. Churchill.txt;1949-1-18-Churchill-House of Commons Hansard-Mr. Churchill.txt;1949-1-18;Palestine (Situation);Mr. Churchill;149;I fear that we shall have to ask for a Debate next week and no doubt it would be very satisfactory if that were prefaced by a further statement by the right hon. Gentleman. I venture to put to you, Sir, that the House must not be prevented from discussing matters of real and burning interest by vague statements of great improvements that are on the way and important delicate discussions which are going on. Nor do I think this last statement which has been made by the right hon. Gentleman—the announcement which he has just made of the release of large, or considerable numbers, of Jewish immigrants of fighting age from Cyprus in order that they should  join the Jewish Forces in Palestine—fits in very well with the drastic military action which he has taken in other directions. Is he not in fact reinforcing both sides at once?
/home/labri_pedro/prime_minister/1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;Mr. Attlee;15;Oh, well, the hon. Member for Orpington is still well back in the 19th century.
/home/labri_pedro/prime_minister/1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;Mr. Attlee;104;The right hon. Gentleman is quite wrong, because he has not taken the trouble to follow the course of events. We were well aware of a certain trend, and I may say that the late Chancellor of the Exchequer gave a very full account of it at the Mansion House. We saw that trend and we stated what that trend was. If the right hon. Gentleman did realise it was serious, it is all the worse that he and his friends went round making optimistic speeches. If the right hon. Gentleman did know, why did he allow Lord Woolton to go round the country?
/home/labri_pedro/prime_minister/1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;Mr. Attlee;19;Perhaps the right hon. Gentleman does not know what the position was in 1945 that we had to face.
/home/labri_pedro/prime_minister/1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;Mr. Attlee;39;What I said was—and here is a quotation from the "Manchester Guardian": "The Economic situation is serious." That is exactly contrary to what the right hon. Gentleman said that I said. I did say so. I pointed that out.
/home/labri_pedro/prime_minister/1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;Mr. Attlee;13;The Prime Minister does not dissolve Parliament. He only gives advice on it.
/home/labri_pedro/prime_minister/1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;Mr. Attlee;51;Does the hon. Gentleman think, then, that when a Prime Minister goes to the country he is evading responsibility or seeking responsibility? I did exactly the same as the right hon. Gentleman opposite did in 1945. He went to seek a mandate from the country to deal with a difficult situation.
