1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;15;Oh, well, the hon. Member for Orpington is still well back in the 19th century.
1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;104;The right hon. Gentleman is quite wrong, because he has not taken the trouble to follow the course of events. We were well aware of a certain trend, and I may say that the late Chancellor of the Exchequer gave a very full account of it at the Mansion House. We saw that trend and we stated what that trend was. If the right hon. Gentleman did realise it was serious, it is all the worse that he and his friends went round making optimistic speeches. If the right hon. Gentleman did know, why did he allow Lord Woolton to go round the country?
1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;19;Perhaps the right hon. Gentleman does not know what the position was in 1945 that we had to face.
1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;39;What I said was—and here is a quotation from the "Manchester Guardian": "The Economic situation is serious." That is exactly contrary to what the right hon. Gentleman said that I said. I did say so. I pointed that out.
1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;13;The Prime Minister does not dissolve Parliament. He only gives advice on it.
1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;51;Does the hon. Gentleman think, then, that when a Prime Minister goes to the country he is evading responsibility or seeking responsibility? I did exactly the same as the right hon. Gentleman opposite did in 1945. He went to seek a mandate from the country to deal with a difficult situation.
1952-1-31-Churchill-House of Commons Hansard-Mr. Attlee.txt;1952-1-31;Financial And Economic Situation;55;And at the first moment of it the hon. Gentleman's right hon. Friend said we must have a decision from the country and not go on with eternal bickering and a small majority; and, when I accepted what the right hon. Gentleman wanted, the hon. Gentleman now says I ought not to have done it.
1952-1-31-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-1-31;Financial And Economic Situation;20;As Minister of Defence and as Prime Minister I entirely endorse the course taken by the Chancellor of the Exchequer.
1952-1-31-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-1-31;Financial And Economic Situation;34;I am afraid the right hon. Gentleman is endeavouring to make a somewhat belated repayment to  me of the remark I made when I said that in the war he was a "squalid nuisance."
1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10;Mutiny Charges, Malaya (Convictions Quashed);234;Can the right hon. Gentleman explain how it was that the Judge Advocate-General was not consulted and made acquainted with this procedure at an earlier period? The mutiny, or what is called a mutiny, although it seemed a very mild form of mutiny compared with some we have seen in our own time, occurred in May. All June passed. Am I not right in presuming that in June convening orders were given, or the question of bringing these men to trial, either individually or collectively, was discussed? Was not the Judge Advocate-General consulted at that time? What happened in June? What happened in July, when this matter was going on? What happened in August, when these men were still confined under the severe conditions of a tropical land? Why is it only now, when a great storm has been raised in the Press and Parliament, that the Judge Advocate-General is suddenly consulted, and the right hon. Gentleman has to defer to his legal opinion and say that the whole procedure from beginning to end is quashed for the ringleaders as well as the rank and file—all their trials are quashed? How is it that for five long months the Government, with the advice of the Judge Advocate-General always available at their disposal, have permitted this matter to drag itself out to the general suffering of individuals and the impairment of discipline in the Army?
1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10;Mutiny Charges, Malaya (Convictions Quashed);179;Are we to understand then that the then Secretary of State for War was officially apprised of the fact that action was to be taken against 258 men on a charge of mutiny—a collective trial as it were—and he never had any idea of asking "Is this legal? What precedents are there for this?" Are we to understand that he never asked the Judge Advocate-General, "Is this all right? Is this a legal and proper way of doing it? and that no member of the Government or of the Army Council promoted inquiries of that kind? The right hon. Gentleman is quite right in saying that I have had experience of these matters. I unhappily presided over the Army when there was a shoal of mutinies. No one ever attempted to bring large masses of the rank and file to a mass trial. There was the naval mutiny in the days of Ramsay MacDonald's Premiership, and no one thought of bringing great masses to trial. Why was this not settled by the Government and the Cabinet at the time?
1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10;Mutiny Charges, Malaya (Convictions Quashed);11;Is there any reason whatever why Parliament should not know and—
1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10;Mutiny Charges, Malaya (Convictions Quashed);138;Is there any reason why the irregularities which the Judge Advocate-General has now considered were such as to vitiate the trial should not be stated? I do not mean at this moment, but why should they not be made public? Surely it would be of great advantage to the future to know what are the principles on which we are proceeding. Since when has it been held to be disadvantageous to the cause of justice for the principles on which judicial authorities give their decisions to be made known? If that is not so, how are others to regulate their conduct? Was the question of the mass trial one of the causes of the irregularity? In any case, will not a full statement be made of the legal grounds which have led to the quashing of these sentences?
1946-10-10-Churchill-House of Commons Hansard-Mr. Churchill.txt;1946-10-10;Mutiny Charges, Malaya (Convictions Quashed);36;I am much obliged to the right hon. Gentleman. That, I am sure, would be advantageous from every point of view. The quashing of a trial is a very serious matter. People ought to know why.
1954-4-06-Churchill-House of Commons Hansard-The Prime Minister (Sir Winston Churchill).txt;1954-4-06;Ministry Of Food (Future);40;The end of rationing this summer will make possible further large staff reductions but will still leave important duties of Government to be performed. It is not yet possible to forecast the arrangements for carrying out these long term functions.
1954-4-06-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-4-06;Ministry Of Food (Future);30;Yes, Sir. I think that general statements of that character have been made for some time past, but the actual details must be precisely stated when they are all settled.
1954-4-06-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-4-06;Ministry Of Food (Future);12;I certainly think that I ought to have notice of that Question.
1939-10-25-Churchill-House of Commons Hansard-Mr. Churchill.txt;1939-10-25;Trawlers (Requisitioning);23;New craft are being built for Admiralty purposes, but the time required for new construction is considerably greater than that required for conversion.
1948-2-16-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-2-16;Member's Broadcast, Usa;24;On a point of Order. May I, with great respect, ask you, Sir, why it was necessary to drag me in in this way?
1948-2-16-Churchill-House of Commons Hansard-Mr. Churchill.txt;1948-2-16;Member's Broadcast, Usa;2;indicated assent.
1951-5-02-Churchill-House of Commons Hansard-Mr. Churchill.txt;1951-5-02;Korea (Operations);14;Can the Minister say how many of the 200 wounded are in our hands?
1951-5-02-Churchill-House of Commons Hansard-Mr. Churchill.txt;1951-5-02;Korea (Operations);9;You do not know anything about it at all.
1954-10-19-Churchill-House of Commons Hansard-The Prime Minister (Sir Winston Churchill).txt;1954-10-19;Anglo-French Conversations;12;It passed off most agreeably, and has been superseded by subsequent events.
1954-10-19-Churchill-House of Commons Hansard-The Prime Minister.txt;1954-10-19;Anglo-French Conversations;32;I do not think that is historically at all a correct picture. As a matter of fact things have been settled very much on the lines which I myself advocated at Strasbourg.
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);27;I think that I will leave the hon. Gentleman, in regard to this important matter, which I think is very satisfactory, to rest on the word "shameful."
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);9;Let me answer one question at a time, please.
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);163;When the right hon. Gentleman announced that the Supreme Command in the Atlantic should go to an American admiral, I thought it a pity, because I thought that we knew most about the reception end, as I have called it. I would have preferred at that time to have had the Supreme Command in the Atlantic for Britain, and would have welcomed the Americans in the Mediterranean, because it was very desirable that they should intervene in force and with a fleet there. However, the right hon. Gentleman had his way. When I went to Washington, it was already settled. [HON. MEMBERS: "Oh."] Yes. I had to deal with a matter which had been effectively decided, but arrangements were made then, which I described in the House in as much detail as was possible, which did secure the effective control of the reception end of the Atlantic, and that we have now. That was all as a result of modifications agreed to then.
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);45;I am aware of that. When I talk of the reception end, I am not speaking only of the Iberian sector. I am speaking also of the entire Western approaches to the English Channel and all of the spheres which are open in the North.
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);39;With regard to all of this, very practical working arrangements have been made which satisfy the dignity of the nations concerned and, which is far more important, will enable the Admiralty to make their contribution as effectively as before.
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);29;I expect they will help each other, but I think that if my hon. and gallant Friend reads the answer, he will see that that is effectively provided for.
1952-12-16-Churchill-House of Commons Hansard-The Prime Minister.txt;1952-12-16;Nato (Commander-In-Chief, Mediterranean);23;I think that my time-table ought to start from the formal decisions of N.A.T.O. rather than from casual paragraphs in the Sunday newspapers.
1951-11-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1951-11-28;Press Council;58;Is not the hon. Member attempting somewhat to prejudge the course of these discussions by his concluding remarks? I should not think that he would accelerate them very much by making this element of discord. I hope that the discussions will proceed in the most friendly manner and will be consistently aimed at arriving at an agreed result.
1951-11-19-Churchill-House of Commons Hansard-The Prime Minister.txt;1951-11-19;Council Of Europe (Uk Delegation);20;In this as in so many things there is a happy combination of private views and national or party politics.
1944-3-28-Churchill-House of Commons Hansard-The Prime Minister (Mr. Churchill).txt;1944-3-28;War Despatches (Publication);32;No, Sir. I have nothing to add to the reply given to the hon. Member for Bassetlaw (Mr. Bellenger) by my right hon. Friend the Deputy Prime Minister on 2nd November last.
1944-3-28-Churchill-House of Commons Hansard-The Prime Minister.txt;1944-3-28;War Despatches (Publication);115;This particular publication is one of a series which gives accounts, which I believe are of great interest to the public, of the different campaigns. The passages referring to particular changes of command were not written in any controversial style and do not, in my opinion, in any way alter the answer I gave against publication of despatches in time of war. They do not reflect upon the officers concerned in any manner which would require any further official statement. Of course, if I were pressed to make a further statement, I should be ready to state the reasons why I made certain changes, but I should deprecate it, in the interests of all concerned.
