/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;8;—and that we are by no means acquiescing.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;30;The suggestion of the right hon. Gentleman that the import of anti-aircraft guns should be allowed to the Spanish Government appears to be contrary to the Government's policy of non-intervention.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14;Spain (Attacks On British Shipping);Mr. Attlee;27;Has the right hon. Gentleman considered, in addition to making representations to General Franco, making representations to Governments that supply the aircraft, and which are friendly Governments?
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;19;The answer to that question is that General Franco is entirely responsible for the forces which acknowledge his command.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;36;British ships, all of them, I think, have observers on board. I do not think it is necessary to have observers on board in order to say that any such bombing is in our opinion unjustifiable.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;5;I have explained the reasons.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;37;I have said that I do not think any action which we can take is practicable to stop these attacks. If my hon. Friend has a practicable suggestion to make I shall be glad to consider it.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;13;We have considered that also, but do not consider it to be practicable.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14;Spain (Attacks On British Shipping);Mr. Attlee;37;Is not the Prime Minister in fact abandoning the cause for which this country has stood for years, in acquiescing in the kind of warfare which brought the United States into the field in the last War?
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;44;As I have said, for this action there is no precedent. There is no precedent for these attacks from the air, because aircraft were not previously developed. It gives rise to a series of new problems, as to which previous experience is not available.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;6;I have already answered that question.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;17;You can prevent a ship going into a port but you cannot prevent an aeroplane coming over.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;40;I do not think that that is likely to be the effect of it. If the hon. Member will consider the statement that I read, and particularly the last part of it, he will see that it contained a warning.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;14;I do not think we agreed to or approved of anything of the kind.
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14;Spain (Attacks On British Shipping);Mr. Attlee;26;In view of the grave issues involved, I beg to give notice that we shall take an early opportunity of raising a Debate on this matter.
/home/labri_pedro/prime_minister/1949-1-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-1-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-1-24;Building Materials (Prices);Mr. Chamberlain;46;In view of the alarming and ever-rising cost of building materials, and also the comments in the Girdwood Report, in chapter five, will my right hon. Friend reconsider this matter, particularly as some months ago he said that he might be publishing some of the information?
/home/labri_pedro/prime_minister/1946-7-17-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-17-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-17;Bread Rationing;Mr. Chamberlain;15;Does it really make any difference? Is it not only a piece of cumbersome machinery?
/home/labri_pedro/prime_minister/1946-7-17-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-17-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-17;Bread Rationing;Mr. Chamberlain;18;Will not the Minister reconsider this matter of the exchange, on the lines I have ventured to suggest?
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-Mr. Attlee (by Private Notice).txt;1938-5-03-Chamberlain-House of Commons Hansard-Mr. Attlee (by Private Notice).txt;1938-5-03;Anglo-French Conversations;Mr. Attlee (by Private Notice);22;asked the Prime Minister whether he has any statement to make regarding the recent conversations in London between British and French Ministers.
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-03;Anglo-French Conversations;The Prime Minister (Mr. Chamberlain);112;My Noble Friend and myself were glad to have an opportunity of reviewing with the French President of the Council, M. Daladier, and the French Foreign Minister, M. Bonnet, the various international questions which are a matter of preoccupation at the present time. The conversations have been of value in helping each Government to obtain a closer understanding of the other's point of view, and in demonstrating once again the community of outlook and interest which unites them. The results of the meetings have been set out in the official statement issued on 29th April at the conclusion of the conversations, the text of which I am circulating in the OFFICIAL REPORT.
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-5-03;Anglo-French Conversations;The Prime Minister;10;I have not given a verbatim account of the conversations.
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-5-03;Anglo-French Conversations;The Prime Minister;10;If I understand the question correctly, that is not so.
/home/labri_pedro/prime_minister/1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-08;Public Accounts Committee;The Prime Minister (Mr. Chamberlain);25;I have nothing to add to the reply which was given to the hon. Member on 16th March last in answer to a similar question.
/home/labri_pedro/prime_minister/1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-6-08;Public Accounts Committee;The Prime Minister;2;Yes, Sir.
/home/labri_pedro/prime_minister/1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-6-08;Public Accounts Committee;The Prime Minister;24;No, Sir. If the hon. Member attaches such great importance to it, I should suggest that he should represent the matter to his leaders.
/home/labri_pedro/prime_minister/1939-11-23-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-11-23-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-11-23;International Reconstruction;The Prime Minister (Mr. Chamberlain);28;His Majesty's Government in the United Kingdom see no advantage in considering the possibility suggested by the hon. Member unless and until it arises in a practical form.
/home/labri_pedro/prime_minister/1947-5-06-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-5-06-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-5-06;Japanese Goods (Purchases);Mr. Chamberlain;46;Since the Board of Trade appears to be negotiating with the  United States Commercial Corporation, and the Far Eastern Commission is also concerned in this matter, will the Chancellor say where the final decision will be made, or where the final authority resides in this matter?
/home/labri_pedro/prime_minister/1938-5-04-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-04-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-04;Non-Aryans (Expropriation);The Prime Minister (Mr. Chamberlain);25;No, Sir. In view of the state of public business I am afraid I cannot afford a special opportunity for the discussion of this Motion.
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);The Prime Minister;87;Yes, Sir. I have for some time been in correspondence with my fellow Prime Ministers with a view to arranging an early discussion between us in London on broad general questions of common concern. As I have explained to the House before, there is a standing difficulty in finding a time at which all the Prime Ministers, with their heavy domestic responsibilities, are able to leave home. For this reason, it has not been possible to arrange a meeting, as I had hoped to, during the summer
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);The Prime Minister;31;I could not make a statement on exactly what will be the extent of these discussions. Obviously, it is a matter which I have to discuss with the other Prime Ministers.
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-6-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);Mr. Chamberlain;27;Will my right hon. Friend arrange that our oldest Dominion, Newfoundland, will be represented, in spite of the transitional state of affairs there at the present moment?
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);The Prime Minister;33;I think that is obviously quite impossible at the moment. My hon. Friend will realise that, at this very moment, they are engaged in a plebiscite for the future Government of that country.
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-6-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);Mr. Chamberlain;21;If they finalise that arrangement, will my right hon. Friend bear in mind the fact that they are our oldest Dominion?
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);The Prime Minister;3;That hardly arises.
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);The Prime Minister;5;Certainly; that is always understood.
/home/labri_pedro/prime_minister/1940-4-09-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1940-4-09-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1940-4-09;Neutral Countries (Imports);The Prime Minister (Mr. Chamberlain);55;:As my hon. Friend is aware, the situation to-day is not entirely the same as it was during the last war. We have been able to make War Trade Agreements with a number of neutral countries and the question of supplementing these, where necessary, by rationing arrangements in regard to certain imports, is under consideration.
/home/labri_pedro/prime_minister/1948-5-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-5-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-5-10;Rooks (Destruction);Mr. Chamberlain;29;The Minister has said nothing about the humane destruction of these birds. Will he give appropriate instructions, because there has been a good deal of evidence of inhumane treatment?
/home/labri_pedro/prime_minister/1948-5-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-5-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-5-10;Rooks (Destruction);Mr. Chamberlain;36;Some hon. Members appear to laugh at the idea of humane treatment of these birds. Will the Minister undertake to consider this matter and then give instructions to the county committees accordingly? This is most important.
/home/labri_pedro/prime_minister/1949-5-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-5-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-5-24;Company Reserves;Mr. Chamberlain;34;If the Chancellor disagrees with what I said on the last Question, which is also relevant to this Question, would he oblige by reading his Second Reading speech on the Finance Bill last week?
/home/labri_pedro/prime_minister/1938-5-21-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-21-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-21;Aerial Warfare;The Prime Minister (Mr. Chamberlain);54;As regards the first part of the question, I would refer the hon. Member to my reply to the hon. Member for Kingswinford (Mr. A. Henderson) on r6th June. As regards the latter parts of the question, I think these matters will best be dealt with in the course of the Debate this afternoon.
/home/labri_pedro/prime_minister/1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-2-08;Economic Advisory Council;The Prime Minister (Mr. Chamberlain);77;The names of members of the Economic Advisory Council and changes in the membership have been published from time to time, but I will send the hon. Member a list of the present non-ministerial members, among whom there have been no recent changes. As regards the  second part of the question, I would remind the hon. Member that, as stated in Treasury Minute of the 27th January, 1930 (Cmd. 3478), the work of the Council is confidential.
/home/labri_pedro/prime_minister/1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08;Economic Advisory Council;The Prime Minister;7;I think that it would be confidential.
/home/labri_pedro/prime_minister/1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08;Economic Advisory Council;The Prime Minister;30;I do not desire the hon. Gentleman to put it down, but I would suggest that if he wants an answer, it would be as well to put it down.
/home/labri_pedro/prime_minister/1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08;Economic Advisory Council;The Prime Minister;9;Perhaps the hon. Member will put that question down.
/home/labri_pedro/prime_minister/1946-2-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-2-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-2-28;Housing Centre Exhibition;Mr. Chamberlain;37;asked the Minister of Health if he will arrange to display a set of photographs of the Housing Centre exhibition "Old Age in the New World," in the Members' Tea Room for a week from 6th March.
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-10-19;Tripartite Treaty;The Prime Minister (Mr. Chamberlain);10;I beg to move, "That this House do now adjourn."
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1939-10-19;Tripartite Treaty;The Prime Minister;167;The House will remember that I made a statement on 12th May in the House to the effect that His Majesty's Government in the United Kingdom and the Turkish Government had agreed to conclude a definitive long-  term agreement of a reciprocal character in the interests of their national security. Pending the conclusion of this agreement, His Majesty's Government and the Turkish Government declared that in certain circumstances they were prepared to co-operate effectively and to lend each other all aid and assistance in their power. It was subsequently decided, as a result of conversations between His Majesty's Government and the Turkish Government and the French Government, that this long-term agreement should be in the form of a Tripartite Treaty between Great Britain, France and Turkey. Though the negotiations which have been proceeding since I made the statement on 12th May have been protracted, they have never shown any material difference in views and they have throughout been conducted in an atmosphere of mutual trust and confidence.
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1939-10-19-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1939-10-19;Tripartite Treaty;Mr. Attlee;81;I am quite sure that I shall be expressing the views not only of Members on this side of the House but in all parts of the House, in welcoming the statement made by the Prime Minister that we have brought to a successful conclusion these negotiations for a tripartite agreement between Great Britain, France and Turkey, and to express the hope that it may long endure and that our friendship with Turkey may be strengthened for many years to come.
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1939-10-19;Tripartite Treaty;The Prime Minister;21;I do not know what the hon. Member means. The full terms of the Treaty as signed will be published to-morrow.
/home/labri_pedro/prime_minister/1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-7-12;Channel Tunnel;The Prime Minister (Mr. Chamberlain);25;I have nothing to add to the reply given to a similar question by he hon. Member for Shoreditch (Mr. Thurtle) on 15th March last.
/home/labri_pedro/prime_minister/1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-7-12;Channel Tunnel;The Prime Minister;10;Yes, I think that would be a not unreasonable assumption.
/home/labri_pedro/prime_minister/1937-6-02-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1937-6-02-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1937-6-02;Business Of The House;Mr. Attlee;12;May I ask the Prime Minister what is the business for Friday?
/home/labri_pedro/prime_minister/1937-6-02-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-02-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-02;Business Of The House;The Prime Minister (Mr. Chamberlain);29;On Friday the business will be: Supply, Committee (9th Allotted Day, first part), Class III, Votes 4 and 5 dealing with prisons and approved schools in England and Wales.
/home/labri_pedro/prime_minister/1949-11-16-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-11-16-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-11-16;Diplomatic Relations;Mr. Chamberlain;48;Does not my right hon. Friend agree that the situation has materially deteriorated in the last few days, and does he not further agree that, whatever remaining shreds of reasons there may have been for retaining recognition of the National Government, they have now been entirely swept away?
/home/labri_pedro/prime_minister/1949-3-10-Chamberlain-House of Commons Hansard-Mr. Churchill.txt;1949-3-10-Chamberlain-House of Commons Hansard-Mr. Churchill.txt;1949-3-10;Business Of The House (Budget Date);Mr. Churchill;28;May I ask the Leader of the House whether he is in a position to make any statement to us today upon the course of Business next week?
/home/labri_pedro/prime_minister/1946-7-15-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-15-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-15;Company Law Amendment;Mr. Chamberlain;34;Since this very important Measure was conceived by the Minister some nine months ago, does he not consider that this is now "the fullness of time," and can he not bring forth the Bill?
/home/labri_pedro/prime_minister/1947-11-13-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-11-13-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-11-13;Educational Books;Mr. Chamberlain;25;Could my right hon. Friend say whether the special ration of paper, under the control of the Publishers Advisory Committee, is of any appreciable proportion?
/home/labri_pedro/prime_minister/1949-3-08-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-3-08-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-3-08;Dividends (Limitation);Mr. Chamberlain;41;As the policy of the dividend ceiling, now withdrawn by the Federation of British Industries, was virtually worthless, is not the new policy  of moderation and restraint just evasion of their obligations by the Federation of British Industries and completely useless?
/home/labri_pedro/prime_minister/1937-11-24-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-11-24-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-11-24;Germany (Visit Of The Lord President Of The Council);The Prime Minister;148;As my right hon. Friend the Chancellor of the Exchequer informed the House on 12th November, the visit of the Lord President of the Council was entirely private and unofficial. It had, however, as the House is aware, been arranged that Lord Halifax should see Herr Hitler, which he accordingly did on 19th November at Berchtesgaden, being accompanied by Baron Von Neurath, the German Foreign Minister. During his visit, the Lord President also had the opportunity of meeting General Goering, Dr. Goebbels, and other prominent leaders in Germany. These conversations were of a confidential character, and the House will not, I am sure, expect me to make any further statement in regard to them at this stage. I am satisfied, however, that the visit has been valuable in furthering the desire, which I believe to be generally felt in both countries, for the establishment of closer mutual understanding.
