/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister (Mr. Chamberlain);148;["On 31st May, His Majesty's Government made representations to he Burgos authorities by way of protest against damage suffered by British ships in or adjacent to Spanish Government ports. In reply to these representations the Burgos authorities stated on 5th June that they deplored the loss of life that had occurred at Valencia and other ports and that it was in conflict with their policy that their aviators should single out British ships for attack. British ships were, however, liable to mingle with ships of other nationalities, and where they lay in the neighbourhood of military objectives the task of discrimination between ships and military objectives was rendered at times impossible. They were unable to renounce the use of the Air Arm inasmuch as the prolongation of the war was due to the importation of military supplies which they declared were being carried by British and other ships.\n"]
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1938-6-14;Spain (Attacks On British Shipping);Mr. Attlee;189;["Has the right hon. Gentleman considered the danger in this acquiescence in breaches of international law—the sinking of ships where there is no question of belligerency and the indiscriminate bombing, which are breaches of international law—and is there no effective action which the right hon. Gentleman's Government can take in order not to acquiesce in this degeneration of warfare  and may I further ask whether he has considered that, in the circumstances, it would be well to allow the Spanish Government to import anti-aircraft guns to protect not only British ships, but to protect their women and children?\n Has the right hon. Gentleman considered, in addition to making representations to General Franco, making representations to Governments that supply the aircraft, and which are friendly Governments?\n Is not the Prime Minister in fact abandoning the cause for which this country has stood for years, in acquiescing in the kind of warfare which brought the United States into the field in the last War?\n In view of the grave issues involved, I beg to give notice that we shall take an early opportunity of raising a Debate on this matter.\n"]
/home/labri_pedro/prime_minister/1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-14;Spain (Attacks On British Shipping);The Prime Minister;288;["I think the statement which I have made will show that His Majesty's Government have considered all possible alternatives—\n —and that we are by no means acquiescing.\n The suggestion of the right hon. Gentleman that the import of anti-aircraft guns should be allowed to the Spanish Government appears to be contrary to the Government's policy of non-intervention.\n The answer to that question is that General Franco is entirely responsible for the forces which acknowledge his command.\n British ships, all of them, I think, have observers on board. I do not think it is necessary to have observers on board in order to say that any such bombing is in our opinion unjustifiable.\n I have explained the reasons.\n I have said that I do not think any action which we can take is practicable to stop these attacks. If my hon. Friend has a practicable suggestion to make I shall be glad to consider it.\n We have considered that also, but do not consider it to be practicable.\n As I have said, for this action there is no precedent. There is no precedent for these attacks from the air, because aircraft were not previously developed. It gives rise to a series of new problems, as to which previous experience is not available.\n I have already answered that question.\n You can prevent a ship going into a port but you cannot prevent an aeroplane coming over.\n I do not think that that is likely to be the effect of it. If the hon. Member will consider the statement that I read, and particularly the last part of it, he will see that it contained a warning.\n I do not think we agreed to or approved of anything of the kind.\n"]
/home/labri_pedro/prime_minister/1949-1-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-1-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-1-24;Building Materials (Prices);Mr. Chamberlain;46;['In view of the alarming and ever-rising cost of building materials, and also the comments in the Girdwood Report, in chapter five, will my right hon. Friend reconsider this matter, particularly as some months ago he said that he might be publishing some of the information?\n']
/home/labri_pedro/prime_minister/1946-7-17-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-17-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-17;Bread Rationing;Mr. Chamberlain;33;['Does it really make any difference? Is it not only a piece of cumbersome machinery?\n Will not the Minister reconsider this matter of the exchange, on the lines I have ventured to suggest?\n']
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-Mr. Attlee (by Private Notice).txt;1938-5-03-Chamberlain-House of Commons Hansard-Mr. Attlee (by Private Notice).txt;1938-5-03;Anglo-French Conversations;Mr. Attlee (by Private Notice);22;['asked the Prime Minister whether he has any statement to make regarding the recent conversations in London between British and French Ministers.\n']
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-03;Anglo-French Conversations;The Prime Minister (Mr. Chamberlain);112;["My Noble Friend and myself were glad to have an opportunity of reviewing with the French President of the Council, M. Daladier, and the French Foreign Minister, M. Bonnet, the various international questions which are a matter of preoccupation at the present time. The conversations have been of value in helping each Government to obtain a closer understanding of the other's point of view, and in demonstrating once again the community of outlook and interest which unites them. The results of the meetings have been set out in the official statement issued on 29th April at the conclusion of the conversations, the text of which I am circulating in the OFFICIAL REPORT.\n"]
/home/labri_pedro/prime_minister/1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-5-03-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-5-03;Anglo-French Conversations;The Prime Minister;20;['I have not given a verbatim account of the conversations.\n If I understand the question correctly, that is not so.\n']
/home/labri_pedro/prime_minister/1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-08;Public Accounts Committee;The Prime Minister (Mr. Chamberlain);25;['I have nothing to add to the reply which was given to the hon. Member on 16th March last in answer to a similar question.\n']
/home/labri_pedro/prime_minister/1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-6-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-6-08;Public Accounts Committee;The Prime Minister;26;['Yes, Sir.\n No, Sir. If the hon. Member attaches such great importance to it, I should suggest that he should represent the matter to his leaders.\n']
/home/labri_pedro/prime_minister/1939-11-23-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-11-23-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-11-23;International Reconstruction;The Prime Minister (Mr. Chamberlain);28;["His Majesty's Government in the United Kingdom see no advantage in considering the possibility suggested by the hon. Member unless and until it arises in a practical form.\n"]
/home/labri_pedro/prime_minister/1947-5-06-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-5-06-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-5-06;Japanese Goods (Purchases);Mr. Chamberlain;47;['Since the Board of Trade appears to be negotiating with the  United States Commercial Corporation, and the Far Eastern Commission is also concerned in this matter, will the Chancellor say where the final decision will be made, or where the final authority resides in this matter?\n']
/home/labri_pedro/prime_minister/1938-5-04-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-04-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-04;Non-Aryans (Expropriation);The Prime Minister (Mr. Chamberlain);25;['No, Sir. In view of the state of public business I am afraid I cannot afford a special opportunity for the discussion of this Motion.\n']
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);The Prime Minister;160;['Yes, Sir. I have for some time been in correspondence with my fellow Prime Ministers with a view to arranging an early discussion between us in London on broad general questions of common concern. As I have explained to the House before, there is a standing difficulty in finding a time at which all the Prime Ministers, with their heavy domestic responsibilities, are able to leave home. For this reason, it has not been possible to arrange a meeting, as I had hoped to, during the summer\n I could not make a statement on exactly what will be the extent of these discussions. Obviously, it is a matter which I have to discuss with the other Prime Ministers.\n I think that is obviously quite impossible at the moment. My hon. Friend will realise that, at this very moment, they are engaged in a plebiscite for the future Government of that country.\n That hardly arises.\n Certainly  that is always understood.\n']
/home/labri_pedro/prime_minister/1948-6-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-6-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-6-28;Commonwealth Prime Ministers (Meeting);Mr. Chamberlain;48;['Will my right hon. Friend arrange that our oldest Dominion, Newfoundland, will be represented, in spite of the transitional state of affairs there at the present moment?\n If they finalise that arrangement, will my right hon. Friend bear in mind the fact that they are our oldest Dominion?\n']
/home/labri_pedro/prime_minister/1940-4-09-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1940-4-09-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1940-4-09;Neutral Countries (Imports);The Prime Minister (Mr. Chamberlain);55;[':As my hon. Friend is aware, the situation to-day is not entirely the same as it was during the last war. We have been able to make War Trade Agreements with a number of neutral countries and the question of supplementing these, where necessary, by rationing arrangements in regard to certain imports, is under consideration.\n']
/home/labri_pedro/prime_minister/1948-5-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-5-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1948-5-10;Rooks (Destruction);Mr. Chamberlain;65;['The Minister has said nothing about the humane destruction of these birds. Will he give appropriate instructions, because there has been a good deal of evidence of inhumane treatment?\n Some hon. Members appear to laugh at the idea of humane treatment of these birds. Will the Minister undertake to consider this matter and then give instructions to the county committees accordingly? This is most important.\n']
/home/labri_pedro/prime_minister/1949-5-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-5-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-5-24;Company Reserves;Mr. Chamberlain;34;['If the Chancellor disagrees with what I said on the last Question, which is also relevant to this Question, would he oblige by reading his Second Reading speech on the Finance Bill last week?\n']
/home/labri_pedro/prime_minister/1938-5-21-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-21-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-5-21;Aerial Warfare;The Prime Minister (Mr. Chamberlain);54;['As regards the first part of the question, I would refer the hon. Member to my reply to the hon. Member for Kingswinford (Mr. A. Henderson) on r6th June. As regards the latter parts of the question, I think these matters will best be dealt with in the course of the Debate this afternoon.\n']
/home/labri_pedro/prime_minister/1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-2-08;Economic Advisory Council;The Prime Minister (Mr. Chamberlain);78;['The names of members of the Economic Advisory Council and changes in the membership have been published from time to time, but I will send the hon. Member a list of the present non-ministerial members, among whom there have been no recent changes. As regards the  second part of the question, I would remind the hon. Member that, as stated in Treasury Minute of the 27th January, 1930 (Cmd. 3478), the work of the Council is confidential.\n']
/home/labri_pedro/prime_minister/1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-08;Economic Advisory Council;The Prime Minister;46;['I think that it would be confidential.\n I do not desire the hon. Gentleman to put it down, but I would suggest that if he wants an answer, it would be as well to put it down.\n Perhaps the hon. Member will put that question down.\n']
/home/labri_pedro/prime_minister/1946-2-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-2-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-2-28;Housing Centre Exhibition;Mr. Chamberlain;37;['asked the Minister of Health if he will arrange to display a set of photographs of the Housing Centre exhibition "Old Age in the New World," in the Members\' Tea Room for a week from 6th March.\n']
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1939-10-19;Tripartite Treaty;The Prime Minister (Mr. Chamberlain);10;['I beg to move, "That this House do now adjourn."\n']
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1939-10-19-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1939-10-19;Tripartite Treaty;The Prime Minister;189;["The House will remember that I made a statement on 12th May in the House to the effect that His Majesty's Government in the United Kingdom and the Turkish Government had agreed to conclude a definitive long-  term agreement of a reciprocal character in the interests of their national security. Pending the conclusion of this agreement, His Majesty's Government and the Turkish Government declared that in certain circumstances they were prepared to co-operate effectively and to lend each other all aid and assistance in their power. It was subsequently decided, as a result of conversations between His Majesty's Government and the Turkish Government and the French Government, that this long-term agreement should be in the form of a Tripartite Treaty between Great Britain, France and Turkey. Though the negotiations which have been proceeding since I made the statement on 12th May have been protracted, they have never shown any material difference in views and they have throughout been conducted in an atmosphere of mutual trust and confidence.\n I do not know what the hon. Member means. The full terms of the Treaty as signed will be published to-morrow.\n"]
/home/labri_pedro/prime_minister/1939-10-19-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1939-10-19-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1939-10-19;Tripartite Treaty;Mr. Attlee;81;['I am quite sure that I shall be expressing the views not only of Members on this side of the House but in all parts of the House, in welcoming the statement made by the Prime Minister that we have brought to a successful conclusion these negotiations for a tripartite agreement between Great Britain, France and Turkey, and to express the hope that it may long endure and that our friendship with Turkey may be strengthened for many years to come.\n']
/home/labri_pedro/prime_minister/1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-7-12;Channel Tunnel;The Prime Minister (Mr. Chamberlain);25;['I have nothing to add to the reply given to a similar question by he hon. Member for Shoreditch (Mr. Thurtle) on 15th March last.\n']
/home/labri_pedro/prime_minister/1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-7-12-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-7-12;Channel Tunnel;The Prime Minister;10;['Yes, I think that would be a not unreasonable assumption.\n']
/home/labri_pedro/prime_minister/1937-6-02-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1937-6-02-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1937-6-02;Business Of The House;Mr. Attlee;12;['May I ask the Prime Minister what is the business for Friday?\n']
/home/labri_pedro/prime_minister/1937-6-02-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-02-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1937-6-02;Business Of The House;The Prime Minister (Mr. Chamberlain);29;['On Friday the business will be: Supply, Committee (9th Allotted Day, first part), Class III, Votes 4 and 5 dealing with prisons and approved schools in England and Wales.\n']
/home/labri_pedro/prime_minister/1949-11-16-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-11-16-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-11-16;Diplomatic Relations;Mr. Chamberlain;48;['Does not my right hon. Friend agree that the situation has materially deteriorated in the last few days, and does he not further agree that, whatever remaining shreds of reasons there may have been for retaining recognition of the National Government, they have now been entirely swept away?\n']
/home/labri_pedro/prime_minister/1949-3-10-Chamberlain-House of Commons Hansard-Mr. Churchill.txt;1949-3-10-Chamberlain-House of Commons Hansard-Mr. Churchill.txt;1949-3-10;Business Of The House (Budget Date);Mr. Churchill;28;['May I ask the Leader of the House whether he is in a position to make any statement to us today upon the course of Business next week?\n']
/home/labri_pedro/prime_minister/1946-7-15-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-15-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-15;Company Law Amendment;Mr. Chamberlain;34;['Since this very important Measure was conceived by the Minister some nine months ago, does he not consider that this is now "the fullness of time," and can he not bring forth the Bill?\n']
/home/labri_pedro/prime_minister/1947-11-13-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-11-13-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-11-13;Educational Books;Mr. Chamberlain;25;['Could my right hon. Friend say whether the special ration of paper, under the control of the Publishers Advisory Committee, is of any appreciable proportion?\n']
/home/labri_pedro/prime_minister/1949-3-08-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-3-08-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1949-3-08;Dividends (Limitation);Mr. Chamberlain;42;['As the policy of the dividend ceiling, now withdrawn by the Federation of British Industries, was virtually worthless, is not the new policy  of moderation and restraint just evasion of their obligations by the Federation of British Industries and completely useless?\n']
/home/labri_pedro/prime_minister/1937-11-24-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-11-24-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1937-11-24;Germany (Visit Of The Lord President Of The Council);The Prime Minister;213;['As my right hon. Friend the Chancellor of the Exchequer informed the House on 12th November, the visit of the Lord President of the Council was entirely private and unofficial. It had, however, as the House is aware, been arranged that Lord Halifax should see Herr Hitler, which he accordingly did on 19th November at Berchtesgaden, being accompanied by Baron Von Neurath, the German Foreign Minister. During his visit, the Lord President also had the opportunity of meeting General Goering, Dr. Goebbels, and other prominent leaders in Germany. These conversations were of a confidential character, and the House will not, I am sure, expect me to make any further statement in regard to them at this stage. I am satisfied, however, that the visit has been valuable in furthering the desire, which I believe to be generally felt in both countries, for the establishment of closer mutual understanding.\n Yes, Sir, and I should like to make it clear that these statements are not only irresponsible but highly inaccurate.\n There was no formal agreement, but it was understood that the conversations should remain confidential.\n No, Sir. No pledges have been given. As regards the second part of the question, the French Government have naturally not been informed yet of the result of the conversations—\n']
/home/labri_pedro/prime_minister/1937-11-24-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1937-11-24-Chamberlain-House of Commons Hansard-Mr. Attlee.txt;1937-11-24;Germany (Visit Of The Lord President Of The Council);Mr. Attlee;56;['Can the right hon. Gentleman say whether, as a result of an agree-  ment with the German Government, no details can be given of the nature of these discussions?\n May we take it that no commitments of any kind on behalf of this country will be made without the House having full opportunity of discussion?\n']
/home/labri_pedro/prime_minister/1937-11-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1937-11-24-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1937-11-24;Germany (Visit Of The Lord President Of The Council);Mr. Chamberlain;2;['Of course.\n']
/home/labri_pedro/prime_minister/1947-7-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-7-28-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1947-7-28;Clause 30—(Retirement Of Directors Under Age Limit);Mr. Chamberlain;7;['Is there no opportunity of raising it?\n']
/home/labri_pedro/prime_minister/1940-4-24-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1940-4-24-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1940-4-24;Guarantees Against Aggression;The Prime Minister (Mr. Chamberlain);22;['In the hypothetical circumstances to which the hon. Member refers, such action would be taken as the interests of Allied security required.\n']
/home/labri_pedro/prime_minister/1938-6-30-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-6-30-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-6-30;Workmen's Compensation (Royal Commission);The Prime Minister (Mr. Chamberlain);25;['I regret that I cannot at present add anything to the reply which I gave to the hon. Member on this subject on 22nd June.\n']
/home/labri_pedro/prime_minister/1938-6-30-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-30-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-6-30;Workmen's Compensation (Royal Commission);The Prime Minister;10;['I do not think I could give any such undertaking.\n']
/home/labri_pedro/prime_minister/1938-10-04-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-10-04-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-10-04;Czechoslovakia (German Propaganda);The Prime Minister (Mr. Chamberlain);30;['My attention has been drawn to certain reports which have appeared in the Press to this effect and my Noble Friend is causing official inquiries to be made about them.\n']
/home/labri_pedro/prime_minister/1938-10-04-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-10-04-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-10-04;Czechoslovakia (German Propaganda);The Prime Minister;47;["His Majesty's Ambassador in Berlin has already represented to the German Government the desirability of restraint in the German Press and German wireless. I think that we had better await this official report before we consider whether further representations are required.\n If we have a reply, certainly.\n"]
/home/labri_pedro/prime_minister/1938-2-14-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-2-14-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-2-14;Foreign Loans (British Bondholders);The Prime Minister (Mr. Chamberlain);53;["His Majesty's Government view with the gravest concern the loss inflicted, both on individuals and on the country, as the result of defaults on foreign loans. They regard the whole subject as one of very great importance, and I am glad to have  this opportunity of making a statement upon the matter.\n"]
/home/labri_pedro/prime_minister/1938-2-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-14-Chamberlain-House of Commons Hansard-The Prime Minister.txt;1938-2-14;Foreign Loans (British Bondholders);The Prime Minister;9;['Perhaps my hon. Friend will put that question down.\n']
/home/labri_pedro/prime_minister/1946-7-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-10-Chamberlain-House of Commons Hansard-Mr. Chamberlain.txt;1946-7-10;Fruit Lotteries (Fairs);Mr. Chamberlain;77;['asked the Minister of Food whether he approves the prac-  tice of disposal of fruit at fairs by means of lottery tickets  or what steps he is taking to prevent this practice.\n Does not my right hon. Friend think that it is a rather pernicious practice that at fairs people should buy tickets at 6d. each in order to secure cherries and apples, and does this not cut right across the policy of the control?\n']
/home/labri_pedro/prime_minister/1938-3-15-Chamberlain-House of Commons Hansard-Mr. Churchill.txt;1938-3-15-Chamberlain-House of Commons Hansard-Mr. Churchill.txt;1938-3-15;Lieut-Colonel Muirhead's Statement;Mr. Churchill;83;['In quality and quantity, or both?\n Immediate benefit?\n Is it as bad as that?\n It is 1938, not 1937.\n My right hon. Friend was suggesting that the Government programme would be fulfilled if, by 31st March, 1937, the Air Force had been equipped only with training machines. I differ from him on that altogether. But, at any rate, we are not now in March, 1937  we have reached a very late date in March, 1938.\n That is the one the Government chose.\n']
/home/labri_pedro/prime_minister/1938-3-15-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-3-15-Chamberlain-House of Commons Hansard-The Prime Minister (Mr. Chamberlain).txt;1938-3-15;Lieut-Colonel Muirhead's Statement;The Prime Minister (Mr. Chamberlain);204;['I do not propose to deal with the various criticisms which have been made by the hon. Member for West Islington (Mr. Montague), but the hon. Member concluded his speech by repeating the request for an independent inquiry into the work of the military side of the Royal Air Force, and it is for the purpose of dealing with that point, and that alone, that I have risen. The hon. Member based his request on what he represented to be virtually the demand of the Cadman Committee. I must say that I find nothing in the report of the Cadman Committee which justifies any statement such as that. One casual observation in a single paragraph out of the 124 paragraphs in the report was taken by the hon. Member, and he put on it a weight which was evidently far greater than it was in itself intended to bear. If, indeed, it had been in the mind of the Committee that an inquiry of this kind, or of the kind described by the hon. Member, were necessary in the public interest, they would certainly not have dismissed it in that brief sentence, but would have supported that demand by an adequate buttressing of evidence.\n']
